Sample 1,Sample 2, Sample 3
9.64030665959863,6.47615804878932,9.35549524270794
9.46712258391272,9.81129535572451,16.3072523471601
9.02849139434428,8.95033642098471,4.02296197964954
9.44476043210256,12.789601319059,8.40044242055446
11.0739371414766,16.1738313732839,16.41865714339
9.11202051989074,16.5389755469175,15.8144707000149
9.23165325046585,12.9279264772298,3.7648740663285
9.54513956388605,9.22857498766841,7.17171906155641
11.1693632909589,18.9337077325278,12.7780747386841
9.84178248299713,14.9449445345436,13.5718508600658
11.0025806081803,0.214999186888168,16.987816136813
10.0141999423014,12.1293763686937,0.719336331236802
10.117677290946,16.1830308036232,5.64262909756541
9.24462861665759,12.7773134246028,16.1604858627366
11.3167759439142,12.2870994946833,9.97690576404572
9.54883566845913,10.8487353162736,-1.45384295769128
10.3715638587917,16.7239075579464,13.9697051001848
9.49007646851713,13.363159839082,13.3708165182403
8.99222914781185,6.99064430262476,3.38845522399714
9.65798609977346,15.1756942333082,9.12231970801469
10.7804587774749,10.8640192159573,-2.89814219062067
11.3122330884026,13.7805831123169,10.5209030907089
9.70730831063163,8.30902266867496,15.0424130241802
9.86231495216341,6.82116449445195,7.24090360510285
10.423111713374,6.7466856411246,13.8741820128308
9.57194441835792,10.1283991429067,11.4187013857034
8.92076550418484,17.0813816517646,12.787154351398
10.8027565019839,14.5557739969401,17.908282690081
10.3146311169624,18.517413404759,12.5012373487526
8.63613141805583,11.6641816542082,7.41309008635644
11.0583949552631,18.0125184260454,21.1909958337051
8.64984914623517,13.3908887854935,9.6894608783839
10.5013796485419,14.9046004485411,6.79385640870806
8.29949046642198,20.9670979885284,15.1598339340207
7.87440150922018,11.0019881594842,3.19209628427527
9.49732047671737,3.84950375713354,15.0521837158512
9.53540549813625,4.18003388296407,13.8298835288098
11.2366597928687,15.3415406741832,7.1950845742527
8.95656274097651,12.6028994636282,11.0754078810452
9.50193545509697,18.4781821538826,4.00554518162567
9.50773801625051,17.2231449595485,18.8957641708942
9.2850892855355,15.5329211064323,8.02361594177225
9.62906373856741,10.4361062372202,8.75032339787481
9.0894977016605,10.3064645132411,13.9180207692227
10.362100238171,5.23965277020788,11.2677828571261
9.21330188376889,18.0162171028381,18.3901146401073
10.4595332683061,6.82394079207291,5.7127961554532
9.08700585302745,9.07342394991822,6.99352999363369
9.67885341335247,12.8559538332513,14.3295724809216
10.5094342039907,10.7320240503849,18.4828264773479
10.7756823287546,17.6873497545022,5.60334070303949
10.269185516788,12.1242299855575,12.4368381706972
10.6092213799258,12.2081195601869,14.4772590652763
9.58952730841312,5.66498975502859,7.09374376849434
9.61122798656566,9.30103113370509,16.1144890661917
10.6014520767552,13.4911461257831,10.3163168205791
10.200723836437,13.6656809932059,13.766303527135
9.30708868646537,9.0621490568396,14.4990586193925
8.46881308336649,16.6015782530051,2.36629733809464
10.7087026071869,14.8332829387608,5.86666696815776
7.97615741364592,12.5978231218517,8.11943807690726
11.2519212586356,15.250074888513,6.7682018875668
8.19171980536228,9.21543955271028,15.0016485878738
9.97081699944634,12.1087351948736,2.28844597464457
9.86074061334334,7.42934616410415,17.4989112267936
12.069561140565,12.1863849526927,4.81700151395288
11.0917960604306,16.4863919454932,5.49413863018729
10.5294577283829,9.40858590180513,14.385375889851
9.7419394357535,10.4927110875113,5.20226171623112
10.9161629435874,18.5988256751402,8.35295977277476
8.65049100935664,16.6467985435977,1.48989068914995
9.30541774258472,11.1667682761122,18.3971254605962
11.1986122561251,14.4898084845887,8.471909693766
8.60416984591936,16.3381135376316,6.9697090848443
12.5454159507177,10.311041884066,12.3683872900451
11.9478839309256,11.3676780281648,17.1741800445056
10.9013833935883,10.7223586061046,0.650712699347242
10.9744987565351,16.6423332117353,12.7142294130336
9.26212353677822,13.7956187109173,14.9146649032331
10.315446225785,11.198111153639,6.24579244527003
8.73577612453591,11.5246812630457,6.47545941860951
11.0621619854574,17.0277560904311,10.0529987995255
8.98546328960632,8.30507077909767,5.03415665462254
9.73712420191244,11.1879375656491,18.257990073469
9.58690976146474,4.70380098960101,4.787601091155
10.5533361798693,18.252250291178,0.698914370211497
10.9487535477322,14.0477581866987,24.3226566306348
10.7997103788477,12.2937367867919,5.62108132953433
9.69337114389977,16.0059737458018,10.7769701945577
11.7521517077496,12.392212261832,-3.6063554275557
10.0033368198543,16.5154919129359,2.10856230883992
9.1384446234402,14.153474063032,9.7390489529595
10.0571661914598,11.5622771150716,12.8312128130042
9.69066878408527,15.271429136888,4.67547850216823
10.1126894723768,9.67255125243892,16.309640904285
11.1475509902763,8.61615382072615,12.8904656177855
10.7280288191077,17.6874084005687,10.7314278726261
10.6019035721195,9.35357807114194,4.47783576405894
10.3317923880312,12.4373746711646,4.74262299286755
9.62647651415073,11.5224605361481,13.900365266893
